작성자,내용,추천수
user-zn4gr4ox3o,나도 병사생활하다 임관한 간부출신이지만 군복무당시 계급과 직위를 이용해서 부하간부 또는 병사들에게 안하무인으로 행동하는 무개념 간부들 진심 개패듯 패버리고 싶었다. 故이예람 중사를 모독한것이나 다름없다. 관련자들 모조리 잡아서 군복 벗기고 신상공개해라,15
halmindi,이런 기사 타임라인따라 모아놓은 영상 너무 좋다,1
dfas8115,군대의 안 좋은 점 너무 다양한 사람들이 만나게 된다는 점임. 정말 안 맞는 사람들끼리 모이게 됨. 회사나 알바는 너무 안 맞으면 그만두면 되지만 군인은 그럴 수가 없음. ㅋㅋ 그런데 다른 집단에 비해 군대는 서로가 너무 안 맞는 사람끼리 모이게 됨.,108
namkisun100,1년이 지났는데 다 안 밝혀 진다는 건 대단하다.. 거기에 또 사건이 터지다니..,7
jadejade913,이정도면 부대가 문제아니냐 더군다나 그 방을 쓰게 하다니ㅠ,67
kafokafo,"현역 20군번 하사입니다. 일보다 사람때문에 진짜 힘듭니다. 그리고 하사들은 돈을 못모읍니다..선임들이랑 반강제로 엄청자주 술을먹고 엔빵쳐도 돈이 너무 많이 들어갑니다. 모든 현역간부들 공감할텐데 24시간 당직근무서면 수당 만원 줍니다ㅋㅋ 하사 무시하는사람 너무 많아서 열씸히 하고싶은마음도 없어집니다. 퇴근도 자유롭지못합니다. 장교들은 억지로 까는게 너무 심합니다. 저번 겨울에 작업을 시켜서 병사들이랑 20시까지 밖에서 덜덜 떨면서 작업을 했는데 점심, 저녁 밥도 안먹이고 연락해도 무시하고 너무 서러웠습니다..저처럼 이러한 부조리가 있는 부대명과 윗사람들 다 까지못하는 이유가 있습니다. 후폭풍에 두려움과 부대에서 은폐하고 매장시키는걸 보았기 때문입니다. 나라사랑? 군인? 절때 하지마십쇼..군부대사람들은 물론 좋은사람도 있지만 제가 본 사람들은 뒷담 엄청나게 하고 사람 너무 쉽게 까내립니다.. 초급장교, 부사관은 사람대우 받지 못합니다. 그게 군대고 현실입니다. 멋진군인, 강한육군 이런거 다 미끼입니다. 여기들어온 물고기는 신경도 안씁니다. 이 곳은 은폐가 심한곳입니다. 제가 병사부터 해서 군대 5년차 입니다. 군생활하면서 제 주변에 지금까지 군인 총 4명 죽었습니다. 그 사람들 전부 언론에 나오지도 않았습니다. 우리나라 군대는 아주 망가졌습니다. 맨날 언론에 탱크 수출, kf21전투기 개발 등등 좋은것만 보여주기식으로 언론플레이 엄청하는데 현실 지옥입니다. 국민들은 군인을 세금덩어리 인식, 군캉스 등 대우도 안좋은데 미래의 직업군인분들은 현실 지옥에 스스로 들어오시겠습니까?",54
mkj9240,군내 사건사고에 대한 군대의 해명은 믿기지도 않고 일단 의심부터 된다,71
user-kp3ul1cz2y,부대 해체하고 관련자는 군법으로 강력 처벌하라,31
user-bq1dg9bg5j,삼가고인에명복을빕니다~~,0
user-ud1yh5rx6u,스스로 목숨을 끝낼능력이 있으면 가해자하나라도 죽이고 가는것이 자신죽음이 하나도 덜아깝다고 생각.,15
